Posicion X;Posicion Y;Posicion X f; Posicion Y f
-0,0946488;7,665354;-0,09257257;7,497206
-0,1246336;7,625278;-0,1122455;7,575792
-0,1204748;7,618509;-0,1164754;7,597749
-0,1174122;7,627854;-0,1169567;7,613216
-0,1114845;7,647283;-0,114147;7,630708
-0,1042659;7,665255;-0,1090749;7,648441
-0,09677435;7,68072;-0,1027524;7,665032
-0,08422039;7,689062;-0,09140292;7,679749
-0,08606429;7,684995;-0,08866505;7,682439
-0,08001658;7,665309;-0,08423153;7,673658
-0,07859346;7,636122;-0,08134208;7,654421
-0,07947069;7,610941;-0,08019747;7,627827
-0,08208319;7,605013;-0,08116318;7,616144
-0,0923894;7,619777;-0,08691283;7,618005
-0,1018245;7,642158;-0,09454983;7,630374
-0,1136422;7,661013;-0,1043275;7,646065
-0,1236639;7,670859;-0,1142345;7,658768
-0,1298991;7,668283;-0,1222585;7,663642
-0,1439281;7,660915;-0,1333602;7,662245
-0,1494066;7,645792;-0,1415811;7,653816
-0,1576447;7,625128;-0,1498113;7,639117
-0,1637834;7,607642;-0,1569689;7,622993
-0,1621944;7,60093;-0,159646;7,61169
-0,1515002;7,607772;-0,1554722;7,609683
-0,1447674;7,624747;-0,1499899;7,617397
-0,132937;7,646847;-0,1412556;7,632481
-0,1201074;7,664109;-0,1304209;7,648685
-0,1101933;7,675318;-0,1180465;7,664978
-0,09978822;7,68676;-0,1086928;7,676136
-0,09463472;7,685398;-0,09916851;7,682411
-0,09103908;7,673505;-0,09419588;7,676964
-0,08590134;7,646395;-0,08912195;7,658264
-0,08219443;7,599941;-0,08557303;7,628386
-0,08181451;7,597002;-0,08364735;7,612306
-0,09059321;7,607424;-0,0872056;7,609805
-0,1165426;7,652034;-0,1022308;7,631433
-0,1212601;7,668038;-0,1119777;7,650182
-0,1291965;7,67255;-0,1207986;7,661641
-0,1402828;7,669781;-0,13078;7,665811
-0,1605119;7,652251;-0,1460111;7,658864
-0,1636175;7,62637;-0,1567816;7,638986
-0,161514;7,614742;-0,1592059;7,626566
-0,1548534;7,618088;-0,1569763;7,622223
-0,1446076;7,632051;-0,15064;7,627258
-0,1188117;7,673549;-0,1343367;7,65097
-0,1039863;7,688929;-0,1187881;7,670416
-0,09466296;7,69729;-0,106422;7,684191
-0,08640838;7,698727;-0,09616709;7,691639
-0,08261324;7,695449;-0,08922448;7,693591
-0,07368299;7,674566;-0,08126137;7,683843
-0,06586588;7,643975;-0,07337432;7,663419
-0,05788068;7,620948;-0,065437;7,641661
-0,05310491;7,612275;-0,05911823;7,626604
-0,05311999;7,62045;-0,05604405;7,62345
-0,05575322;7,646976;-0,05589505;7,635503
-0,06366136;7,668717;-0,05987323;7,652516
-0,06711514;7,6843;-0,06358261;7,668797
-0,07035369;7,686047;-0,06705076;7,677632
-0,07563744;7,687107;-0,07144932;7,682486
-0,08776822;7,684479;-0,07980712;7,683506
-0,0972605;7,670555;-0,08874412;7,676875
-0,1045331;7,638758;-0,09682991;7,657354
-0,1105564;7,613582;-0,1038596;7,634937
-0,1023215;7,60035;-0,1030714;7,617214
-0,09493347;7,605513;-0,09890396;7,611222
-0,08527678;7,624888;-0,09192391;7,618222
-0,07650863;7,641387;-0,08403025;7,630084
-0,06018724;7,661844;-0,07181867;7,64635
-0,04816319;7,671765;-0,05969992;7,65937
-0,04084568;7,674937;-0,05004275;7,667344
-0,03350555;7,670039;-0,04157324;7,668724
-0,02852734;7,660641;-0,03489279;7,664585
-0,01893639;7,630325;-0,02513228;7,643629
-0,01536735;7,602226;-0,02013033;7,622421
-0,01376272;7,584296;-0,01686819;7,60289
-0,01402121;7,584673;-0,01512662;7,591746
-0,02019004;7,606009;-0,01772018;7,599052
-0,03862848;7,651657;-0,02843384;7,626007
-0,04741153;7,666185;-0,03815093;7,646579
-0,05699589;7,672571;-0,04780604;7,659896
-0,06637724;7,672135;-0,05731983;7,666166
-0,07629882;7,665676;-0,06704336;7,665915
-0,08505616;7,650974;-0,0762696;7,658262
-0,1020539;7,615029;-0,08948042;7,636111
-0,09930915;7,587371;-0,09451587;7,611141
-0,09969703;7,56259;-0,09717041;7,586266
-0,09387963;7,564389;-0,09548425;7,575057
-0,08549002;7,575929;-0,09036451;7,575503
-0,07468961;7,600093;-0,08077712;7,590543
-0,04806191;7,648136;-0,06402187;7,62004
-0,02664346;7,66646;-0,04487354;7,64382
-0,01153693;7,657704;-0,02447955;7,652314
0,006474635;7,578643;0,001067622;7,591512
-0,0001079994;7,601084;0,0004655012;7,596414
-0,008530452;7,630013;-0,004141682;7,613621
-0,01670092;7,652515;-0,01057586;7,633547
-0,02480279;7,66536;-0,017863;7,649842
-0,0336834;7,669274;-0,02596811;7,659798
-0,04245499;7,667715;-0,03441487;7,663854
-0,05062201;7,660511;-0,04271491;7,662142
-0,05819745;7,637486;-0,05064509;7,649513
-0,06827234;7,603582;-0,05967401;7,625987
-0,07277555;7,581229;-0,06638392;7,603064
-0,06943445;7,573402;-0,06794664;7,587869
-0,06708743;7,579879;-0,06750657;7,583777
-0,05880354;7,599965;-0,06304957;7,592067
-0,05061324;7,622675;-0,05668141;7,60774
-0,04002181;7,645799;-0,0464947;7,631012
-0,02926594;7,657843;-0,03767085;7,644754
-0,0113403;7,662205;-0,02156724;7,655427
-0,007463568;7,656729;-0,01434211;7,656094
0,001554929;7,637549;-0,006198802;7,646594
0,007920942;7,602268;0,001034436;7,623887
0,01148453;7,57764;0,006387619;7,600196
0,01215861;7,564066;0,009344377;7,581685
0,01089171;7,566302;0,01013951;7,57378
0,003454101;7,583322;0,006716422;7,578666
-0,007690423;7,602075;-0,0006570793;7,590647
-0,01864414;7,626851;-0,009868354;7,609187
-0,02926588;7,640686;-0,01980839;7,625329
-0,0418194;7,645258;-0,0310844;7,635539
-0,05339572;7,642157;-0,0425044;7,638926
-0,06301531;7,634408;-0,05300834;7,636612
-0,07508672;7,617161;-0,06431147;7,626654
-0,08499614;7,587475;-0,0749034;7,606592
-0,0891723;7,56916;-0,08220797;7,58743
-0,08599311;7,562761;-0,08414653;7,574795
-0,08356809;7,569358;-0,08385044;7,572012
-0,07518975;7,588068;-0,07941633;7,580233
-0,06717043;7,6085;-0,07314821;7,594701
-0,05889466;7,625824;-0,06585027;7,610637
-0,04281452;7,639182;-0,0540613;7,625245
-0,03739107;7,63169;-0,04552548;7,628545
-0,03639721;7,620889;-0,04085021;7,624624
-0,03197355;7,595649;-0,03630615;7,609792
-0,0319791;7,569906;-0,03408369;7,589305
-0,03046793;7,555903;-0,03223553;7,572232
-0,0314681;7,552807;-0,03184249;7,562284
-0,03467914;7,56068;-0,03329521;7,561462
-0,04113946;7,581547;-0,03731902;7,571765
-0,05070074;7,603135;-0,04416839;7,587821
-0,05978517;7,621813;-0,05216499;7,605227
-0,06779946;7,633163;-0,06017455;7,619539
-0,07728623;7,636582;-0,06893915;7,628268
-0,084676;7,633804;-0,07700087;7,631104
-0,09635487;7,624428;-0,08691236;7,627685
-0,09978121;7,601693;-0,09350465;7,61437
-0,1083485;7,573935;-0,1011066;7,593662
-0,1102924;7,560061;-0,1058134;7,576445
-0,1077133;7,558393;-0,1067864;7,567199
-0,1016534;7,567293;-0,1041572;7,567247
-0,09363858;7,580977;-0,09877063;7,574278
-0,08642752;7,607934;-0,09245084;7,59151
-0,07379452;7,624681;-0,08289094;7,608508
-0,06640628;7,634394;-0,07444515;7,62177
-0,05956485;7,637078;-0,06682528;7,629609
-0,05642305;7,628431;-0,06149936;7,629006
-0,05565555;7,615321;-0,05850649;7,621997
-0,05134878;7,588892;-0,05484063;7,605042
-0,04929701;7,562729;-0,05200153;7,583372
-0,04826954;7,544351;-0,05008959;7,563381
-0,04767998;7,544536;-0,04885556;7,55373
-0,05344611;7,553975;-0,05120722;7,553855
-0,06466181;7,571274;-0,05809762;7,562776
-0,07606057;7,592574;-0,06729525;7,578033
-0,08592303;7,608872;-0,07683742;7,593831
-0,0947496;7,617084;-0,08601193;7,605741
-0,1072207;7,618036;-0,09687474;7,612038
-0,1199046;7,611307;-0,1086756;7,611663
-0,1315939;7,595962;-0,1204079;7,603626
-0,1391295;7,57199;-0,1299981;7,58742
-0,1425664;7,555601;-0,1364368;7,571119
-0,140457;7,550189;-0,1384959;7,560399
-0,1362618;7,557902;-0,1373512;7,55912
-0,1274239;7,573495;-0,1322659;7,566483
-0,1168662;7,598674;-0,12438;7,582968
-0,1029231;7,615941;-0,1133902;7,599856
-0,09078372;7,62776;-0,1018112;7,614149
-0,08180961;7,63233;-0,09156333;7,623464
-0,07450642;7,631427;-0,08282551;7,627543
-0,07194908;7,621133;-0,07725424;7,62426
-0,06567365;7,596365;-0,07132295;7,609973
-0,05560869;7,570748;-0,0632681;7,589867
-0,04866004;7,551342;-0,05578724;7,570138
-0,04399688;7,54881;-0,0497465;7,559211
-0,04395121;7,555385;-0,04677672;7,55725
-0,04766421;7,578544;-0,04723126;7,568156
-0,056711;7,603501;-0,0520872;7,586261
-0,06039337;7,621776;-0,05634299;7,604458
-0,06662617;7,632223;-0,06160851;7,618675
-0,07315598;7,635652;-0,06752268;7,627369
-0,07833373;7,631192;-0,07306027;7,629327
-0,09101481;7,627542;-0,08225498;7,628413
-0,09949798;7,595802;-0,09108592;7,611711
-0,10047;7,573949;-0,09589193;7,592371
-0,1009026;7,556735;-0,09895799;7,570565
-0,09749421;7,557611;-0,09820794;7,563928
-0,09312423;7,568202;-0,09560402;7,566117
-0,08491091;7,581169;-0,09012832;7,573824
-0,07477392;7,607069;-0,08226743;7,590844
-0,06617636;7,619485;-0,07402632;7,605513
-0,05973565;7,624767;-0,06670621;7,615375
-0,0538771;7,612783;-0,06013381;7,614047
-0,0505677;7,59979;-0,05523387;7,606744
-0,04740252;7,572143;-0,05044404;7,585581
-0,04561624;7,553021;-0,04797089;7,568902
-0,04318434;7,548701;-0,04551832;7,558551
-0,04471824;7,551342;-0,04510848;7,554858
-0,04823043;7,562347;-0,04671055;7,558702
-0,05673506;7,587562;-0,05183914;7,573467
-0,06234477;7,605536;-0,05721953;7,589891
-0,06876139;7,614991;-0,06312831;7,602741
-0,07724108;7,618714;-0,0703598;7,610926
-0,08474579;7,615332;-0,07772955;7,613183
-0,09532534;7,602487;-0,0867411;7,607705
-0,1019069;7,582373;-0,09451443;7,594721
-0,1057863;7,564737;-0,1002861;7,579368
-0,1044893;7,556387;-0,1024404;7,567589
-0,1018333;7,559541;-0,1021295;7,563468
-0,09533633;7,572411;-0,09865107;7,568047
-0,08607628;7,591862;-0,09220821;7,580249
-0,07990257;7,611159;-0,08590647;7,596078
-0,06922424;7,623635;-0,0773633;7,61019
-0,0609245;7,629038;-0,06894278;7,619845
-0,05447092;7,625965;-0,061531;7,622979
-0,05238579;7,618567;-0,05684666;7,620719
-0,04667061;7,596045;-0,05163597;7,608085
-0,04380051;7,573327;-0,04762268;7,590281
-0,04065553;7,559046;-0,04404972;7,574263
-0,03970896;7,55962;-0,04182737;7,566766
-0,04412079;7,568418;-0,04300181;7,567612
-0,05478556;7,585713;-0,04903689;7,576882
-0,06320244;7,616232;-0,05629082;7,597033
